SchoolYear,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,LOCALE_NAME,TOTAL_ENROLLMENT,MALE_ENROLLMENT,FEMALE_ENROLLMENT,AMERICAN_INDIAN_ENROLLMENT,ASIAN_ENROLLMENT,AFRICAN_AMERICAN_ENROLLMENT,HISPANIC_ENROLLMENT,HAWAIIAN_ENROLLMENT,WHITE_ENROLLMENT,TWO_OR_MORE_RACES_ENROLLMENT,EARLY_MIDDLE_COLLEGE_ENROLLMENT,KINDERGARTEN_ENROLLMENT,GRADE_1_ENROLLMENT,GRADE_2_ENROLLMENT,GRADE_3_ENROLLMENT,GRADE_4_ENROLLMENT,GRADE_5_ENROLLMENT,GRADE_6_ENROLLMENT,GRADE_7_ENROLLMENT,GRADE_8_ENROLLMENT,GRADE_9_ENROLLMENT,GRADE_10_ENROLLMENT,GRADE_11_ENROLLMENT,GRADE_12_ENROLLMENT,ECONOMIC_DISADVANTAGED_ENROLLMENT,SPECIAL_EDUCATION_ENROLLMENT,ENGLISH_LANGUAGE_LEARNERS_ENROLLMENT
"19 - 20 School Year","82","Wayne RESA","82701","University Preparatory Science and Math (PSAD)","00506","University Preparatory Science and Math (PSAD) High School","82","Wayne","PSA School","High School","City: Large","498","266","232","1","1","475","3","0","1","17","0","0","0","0","0","0","0","0","0","0","156","127","124","91","352","47","<10"
"19 - 20 School Year","82","Wayne RESA","82701","University Preparatory Science and Math (PSAD)","09907","University Preparatory Science and Math (PSAD) Middle School","82","Wayne","PSA School","Middle School","City: Large","536","285","251","1","0","501","7","0","6","21","0","0","0","0","0","0","0","161","189","186","0","0","0","0","349","49","<10"
"19 - 20 School Year","82","Wayne RESA","82701","University Preparatory Science and Math (PSAD)","01567","University Preparatory Science and Math - Elementary","82","Wayne","PSA School","Elementary","City: Large","520","289","231","1","0","497","2","1","5","14","0","78","84","89","90","93","86","0","0","0","0","0","0","0","399","40","<10"
"19 - 20 School Year","82","Wayne RESA","82724","University Yes Academy","00378","University Yes Academy","82","Wayne","PSA School","Elem thru High School","City: Large","538","254","284","0","0","533","0","0","0","5","0","47","55","53","47","47","57","74","81","77","0","0","0","0","505","40","<10"
"19 - 20 School Year","82","Wayne RESA","82430","Van Buren Public Schools","00264","Belleville High School","82","Wayne","LEA School","High School","Suburb: Large","1722","896","826","6","16","835","63","1","754","47","7","0","0","0","0","0","0","0","0","0","491","462","381","380","801","208","19"
"19 - 20 School Year","82","Wayne RESA","82430","Van Buren Public Schools","01071","Edgemont Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","380","210","170","1","4","84","19","0","237","35","0","89","79","79","65","68","0","0","0","0","0","0","0","0","235","91","17"
"19 - 20 School Year","82","Wayne RESA","82430","Van Buren Public Schools","05988","McBride Middle School","82","Wayne","LEA School","Middle_High School","Suburb: Large","702","384","318","3","5","287","22","0","350","35","0","0","0","0","0","0","0","0","351","351","0","0","0","0","410","98","15"
"19 - 20 School Year","82","Wayne RESA","82430","Van Buren Public Schools","00263","Owen Intermediate School","82","Wayne","LEA School","Elem_Middle School","Suburb: Large","602","303","299","2","6","258","31","2","273","30","0","0","0","0","0","0","289","313","0","0","0","0","0","0","381","98","16"
"19 - 20 School Year","82","Wayne RESA","82430","Van Buren Public Schools","03157","Rawsonville Elementary School","81","Washtenaw","LEA School","Elementary","Suburb: Large","345","174","171","0","1","163","24","1","137","19","0","79","56","67","67","76","0","0","0","0","0","0","0","0","304","67","16"
"19 - 20 School Year","82","Wayne RESA","82430","Van Buren Public Schools","06827","Savage Road Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","351","186","165","2","3","108","19","0","210","9","0","71","73","71","70","66","0","0","0","0","0","0","0","0","153","37","<10"
"19 - 20 School Year","82","Wayne RESA","82430","Van Buren Public Schools","06826","Tyler Road Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","387","195","192","1","3","196","13","0","147","27","0","85","82","78","74","68","0","0","0","0","0","0","0","0","279","48","20"
"19 - 20 School Year","82","Wayne RESA","82716","Vista Meadows Academy","09906","Vista Meadows Academy","82","Wayne","PSA School","High School","Suburb: Large","102","41","61","0","0","97","2","0","2","1","0","0","0","0","0","0","0","0","0","0","32","32","24","14","102","34","<10"
"19 - 20 School Year","82","Wayne RESA","82940","Voyageur Academy","08631","Voyageur Academy","82","Wayne","PSA School","Elem_Middle School","City: Large","750","354","396","2","1","555","156","1","24","11","0","74","84","79","81","79","87","89","91","86","0","0","0","0","737","42","126"
"19 - 20 School Year","82","Wayne RESA","82940","Voyageur Academy","09154","Voyageur College Prep","82","Wayne","PSA School","High School","City: Large","428","225","203","0","1","360","52","0","11","4","0","0","0","0","0","0","0","0","0","0","121","104","116","87","418","48","41"
"19 - 20 School Year","82","Wayne RESA","82746","W-A-Y Academy","01241","W-A-Y Academy - Chicago Site","82","Wayne","PSA School","Middle_High School","City: Large","156","81","75","1","0","154","0","0","1","0","0","0","0","0","0","0","0","0","14","7","77","29","17","12","156","16","<10"
"19 - 20 School Year","82","Wayne RESA","82746","W-A-Y Academy","01390","W-A-Y Academy - Vernor Site","82","Wayne","PSA School","Middle_High School","City: Large","153","87","66","1","0","22","104","0","25","1","0","0","0","0","0","0","0","5","15","4","46","26","40","17","151","25","79"
"19 - 20 School Year","82","Wayne RESA","82970","Warrendale Charter Academy","08934","Warrendale Charter Academy","82","Wayne","PSA School","Elem_Middle School","City: Large","741","373","368","2","0","700","24","0","6","9","0","105","99","103","87","84","77","78","57","51","0","0","0","0","721","61","17"
"19 - 20 School Year","82","Wayne RESA","82719","Washington-Parks Academy","00133","Lincoln-King Academy","82","Wayne","PSA School","Elem thru High School","City: Large","786","384","402","0","1","779","1","3","2","0","0","115","85","55","63","65","59","85","88","81","68","22","0","0","716","61","<10"
"19 - 20 School Year","82","Wayne RESA","82719","Washington-Parks Academy","00132","Washington-Parks Academy","82","Wayne","PSA School","Elem_Middle School","Suburb: Large","780","410","370","5","0","772","0","1","2","0","0","84","90","88","87","71","99","99","83","79","0","0","0","0","758","62","<10"
"19 - 20 School Year","82","Wayne RESA","82710","WAY Michigan","02302","WAY Michigan","82","Wayne","PSA School","Middle_High School","City: Large","195","104","91","0","1","41","23","0","128","2","0","0","0","0","0","0","0","3","10","10","51","44","44","33","166","29","<10"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","00017","Adams Upper Elementary School","82","Wayne","LEA School","Middle School","Suburb: Large","310","164","146","1","1","111","23","0","152","22","0","0","0","0","0","0","0","310","0","0","0","0","0","0","249","61","<10"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","04926","Adlai Stevenson Middle School","82","Wayne","LEA School","Middle School","Suburb: Large","818","404","414","6","13","286","63","1","423","26","0","0","0","0","0","0","0","9","394","415","0","0","0","0","515","116","41"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","00043","Albert Schweitzer Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","399","202","197","1","1","83","28","0","263","23","0","52","71","82","59","64","71","0","0","0","0","0","0","0","274","57","12"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","00048","Alexander Hamilton Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","491","243","248","2","2","141","31","1","284","30","0","87","79","78","76","87","84","0","0","0","0","0","0","0","336","67","12"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","00273","Benjamin Franklin Middle School","82","Wayne","LEA School","Elem thru High School","Suburb: Large","768","415","353","6","5","279","56","1","367","54","0","0","0","0","0","0","0","14","375","376","3","0","0","0","564","152","16"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","00874","David Hicks School","82","Wayne","LEA School","Elementary","Suburb: Large","409","222","187","1","5","289","23","0","78","13","0","62","51","65","77","69","85","0","0","0","0","0","0","0","349","84","10"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","01111","Eugene B. Elliott Elem. School","82","Wayne","LEA School","Elementary","Suburb: Large","378","194","184","3","3","145","34","0","176","17","0","65","69","49","49","60","86","0","0","0","0","0","0","0","277","60","20"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","05295","Hoover Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","237","100","137","1","5","63","14","0","136","18","0","44","43","39","36","30","45","0","0","0","0","0","0","0","183","29","<10"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","1653","836","817","5","39","627","80","2","843","57","0","0","0","0","0","0","0","0","0","0","498","400","361","354","924","226","47"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","01956","John Marshall Upper Elementary School","82","Wayne","LEA School","Elem_Middle School","Suburb: Large","396","188","208","2","5","119","32","1","220","17","0","0","0","0","0","0","4","392","0","0","0","0","0","0","239","53","23"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","05881","P.D. Graham Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","435","221","214","1","11","97","25","0","286","15","0","92","62","85","90","44","62","0","0","0","0","0","0","0","246","71","15"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","03262","Roosevelt/McGrath Elem. School","82","Wayne","LEA School","Elementary","Suburb: Large","393","193","200","2","4","119","25","1","213","29","0","86","58","63","59","74","53","0","0","0","0","0","0","0","310","110","11"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","04130","Taft-Galloway Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","321","176","145","3","2","98","26","0","176","16","0","50","65","49","56","39","62","0","0","0","0","0","0","0","268","72","14"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","04158","Thomas A. Edison Elem. School","82","Wayne","LEA School","Elementary","Suburb: Large","484","239","245","2","3","224","32","0","210","13","0","99","76","82","81","68","78","0","0","0","0","0","0","0","327","54","29"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","00660","Tinkham Alternative Education","82","Wayne","LEA School","Middle_High School","Suburb: Large","231","141","90","0","3","105","7","1","106","9","0","0","0","0","0","0","0","0","0","0","0","1","82","147","169","41","<10"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","04334","Walker-Winter Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","425","221","204","3","5","101","25","0","256","35","0","72","58","81","73","69","72","0","0","0","0","0","0","0","249","51","12"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","1534","774","760","5","20","638","135","1","672","63","0","0","0","0","0","0","0","0","0","0","542","358","310","299","1037","270","39"
"19 - 20 School Year","82","Wayne RESA","82160","Wayne-Westland Community School District","05552","Wildwood Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","502","252","250","2","12","73","37","1","359","18","0","87","87","97","82","74","75","0","0","0","0","0","0","0","298","70","37"
"19 - 20 School Year","82","Wayne RESA","82959","West Village Academy","08733","West Village Academy","82","Wayne","PSA School","Elem_Middle School","City: Small","369","176","193","1","2","313","13","0","38","2","0","37","41","22","55","46","33","59","48","28","0","0","0","0","247","49","11"
"19 - 20 School Year","82","Wayne RESA","82766","Westfield Charter Academy","03623","Westfield Charter Academy","82","Wayne","PSA School","Elem_Middle School","Not Specified","535","262","273","2","0","476","12","0","24","21","0","108","65","74","69","68","72","79","0","0","0","0","0","0","441","44","<10"
"19 - 20 School Year","82","Wayne RESA","82766","Westfield Charter Academy","03608","Westfield Preparatory High School","82","Wayne","PSA School","Middle_High School","Not Specified","295","139","156","0","0","267","5","0","3","20","0","0","0","0","0","0","0","0","86","65","144","0","0","0","237","37","<10"
"19 - 20 School Year","82","Wayne RESA","82943","Weston Preparatory Academy","08641","Weston Preparatory Academy","82","Wayne","PSA School","Elem_Middle School","City: Large","286","131","155","1","0","282","2","0","0","1","0","29","25","25","27","29","30","36","45","40","0","0","0","0","251","36","<10"
"19 - 20 School Year","82","Wayne RESA","82240","Westwood Community School District","00867","Daly School","82","Wayne","LEA School","Elem_Middle School","Suburb: Large","188","104","84","0","0","164","6","0","18","0","0","26","25","26","33","22","28","28","0","0","0","0","0","0","162","33","<10"
"19 - 20 School Year","82","Wayne RESA","82240","Westwood Community School District","03238","Robichaud Senior High School","82","Wayne","LEA School","High School","Suburb: Large","318","156","162","0","1","269","8","0","38","2","0","0","0","0","0","0","0","0","0","0","123","77","65","53","238","40","17"
